name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips,arturnover,arturndays,inventory_turnover,inventory_days,currentasset_turnover,currentasset_days,mbrg,nprg,nav,targ,epsg,seg,currentratio,quickratio,cashratio,icratio,sheqratio,adratio,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
冠昊生物,4.7,20.89,78.1281,65.3711,0.2459,312.7897,1.1767,4.4765,80.42,2.0989,171.5184,0.7099,507.1137,38.2969,0.4851,131.2492,102.806,0,138.905,3.2616,2.9239,214.5212,1633.515,87.6874,12.3126,0.1987,0.038,0.9902,0.3085,41.2474
东宝生物,2.67,6.07,20.4874,19.227,0.0417,316.594,0.6869,6.478,55.5727,2.2487,160.0925,0.7897,455.8693,8.4538,226.4569,1.7428,6.8059,43.7931,1.7428,3.8212,2.6919,167.1567,-3630.5698,86.284,13.716,0.128,0.0487,2.1084,0.3547,47.1595
飞力达,6.33,2.77,16.1533,66.1259,0.1808,2384.9834,6.5241,5.8875,61.1465,66.4454,5.418,2.0766,173.3603,6.9796,34.4697,6.0092,20.2851,0,6.8095,1.8366,1.786,79.8875,-1080.568,62.1877,37.8123,0.0521,0.0613,1.5675,0.1622,17.9594
瑞丰光电,4.87,4.23,19.0603,50.0039,0.1808,1179.3556,4.2653,3.7827,95.1701,5.6955,63.2078,1.4999,240.016,28.0611,50.5954,55.8576,59.9464,49.5043,55.8205,1.2559,0.9616,14.667,-2969.9128,54.1431,45.8569,0.0016,0.001,0.0373,0.0021,0.2377
瑞丰高材,3.7,2.03,26.2757,17.8112,0.0863,873.5147,4.2372,4.6064,78.1521,8.2167,43.8132,1.4225,253.0756,8.531,-62.3517,2.9844,-30.6002,-60.8696,2.9844,1.3441,1.1228,23.1062,154.1237,55.623,44.377,0.4823,0.4876,23.6558,1.0987,113.0903
迪安诊断,12.58,6.87,31.4945,262.7609,0.4768,3823.9806,6.9397,3.8124,94.4287,7.8597,45.8033,2.0578,174.9441,105.7916,89.0256,140.4525,149.4353,-26.1538,125.2432,1.369,1.1219,28.7471,1383.6946,44.5283,55.4717,0.0346,0.0231,0.3913,0.0417,7.0394
天玑科技,7.87,13.84,37.5931,57.7735,0.2099,417.2241,1.5161,2.5936,138.8032,6.6677,53.9916,0.7066,509.482,5.6275,17.2047,9.0716,22.4763,29.4118,7.4716,2.4076,2.2147,135.0137,-798.1172,75.923,24.077,0.1331,0.0556,1.1041,0.2307,23.3168
宝莱特,14.45,11.29,40.4902,67.1435,0.4596,594.3144,4.0681,5.5811,64.5034,5.4699,65.8147,1.4756,243.9686,56.1908,168.6867,9.4179,18.2415,187.5,8.3537,2.4232,2.011,107.8829,-4171.941,73.4487,26.5513,0.0855,0.074,0.6455,0.2787,29.9994
乐金健康,3.67,14.27,37.7013,85.6345,0.1064,599.905,0.7455,2.7023,133.2198,1.6456,218.7652,0.617,583.4684,39.7665,105.7213,58.7948,48.0034,-20,59.5306,2.4664,1.9401,75.9891,-50970.6772,82.0765,17.9235,0.0732,0.0154,0.5173,0.0858,8.8559
新开普,7.07,12.41,54.987,84.8502,0.2613,683.4881,2.1054,3.0956,116.2941,1.7571,204.883,0.8021,448.8218,33.9009,41.0613,47.6844,34.8593,33.3333,48.1733,2.2265,1.8634,121.71,1272.9911,67.0923,32.9077,0.2055,0.0774,1.6399,0.2352,29.0739
依米康,6.42,4.56,24.1126,44.4285,0.1009,973.204,2.2121,1.4185,253.7892,3.0117,119.5338,0.715,503.4965,10.9333,43.8418,4.3964,37.8774,57.75,-0.2328,1.2425,1.0606,29.8714,879.408,42.2902,57.7098,0.1089,0.0486,2.6995,0.0842,8.704
初灵信息,8.3,30.26,69.5234,136.3523,0.5929,450.5841,1.9594,2.0815,172.9522,1.8859,190.8903,0.6552,549.4505,22.9803,97.7655,101.4695,91.4964,-21.0526,101.7173,4.6936,4.162,248.4438,-3558.8178,90.1863,9.8137,0.3046,0.0754,1.0075,0.7683,80.6128
光线传媒,10.53,42.79,49.4486,740.9113,0.2525,1731.3116,0.5901,1.8962,189.8534,2.0478,175.7984,0.4976,723.4727,13.6557,77.613,2.1008,11.7264,-10.7143,2.3739,3.8434,3.2943,178.4952,6612.515,77.7899,22.2101,0.4314,0.0816,1.0094,0.3676,87.7077
金信诺,8.97,9.69,27.3283,195.4369,0.4396,2015.9297,4.5352,2.7177,132.465,5.3124,67.766,0.9212,390.7946,31.5676,46.5898,158.4274,73.338,38.2353,162.4776,1.6911,1.5134,99.0319,1418.8737,55.7324,44.2676,0.0898,0.0445,0.8312,0.1006,10.5004
卫宁健康,22.17,54.33,54.3724,518.6228,0.6286,954.4733,1.157,1.4989,240.1761,6.5268,55.1572,0.7834,459.5354,26.7296,225.3914,129.7222,92.91,130.4348,130.8732,1.8373,1.7265,72.9559,9457.9035,71.9136,28.0864,0.147,0.0419,0.2671,0.1493,16.9304
仟源医药,3.72,4.04,66.1712,30.1477,0.1447,746.0769,3.5816,5.1905,69.3575,2.8441,126.5778,1.4558,247.2867,9.086,29.2716,9.4389,9.4892,4.1757,2.8826,1.6233,1.3288,48.1101,453.1455,66.652,33.348,0.0558,0.0291,1.1089,0.0872,12.662
常山药业,7.87,15.69,64.6907,175.4872,0.1876,1118.4144,1.1962,6.9817,51.5634,0.4205,856.1237,0.6318,569.8006,22.0993,13.813,45.7092,34.5192,-39.3939,47.2596,2.859,1.5102,106.8212,824.2733,73.0971,26.9029,0.1538,0.0549,0.9644,0.2041,23.3523
星星科技,4.41,2.92,14.8828,146.0519,0.2283,4993.9369,7.8065,3.1973,112.595,3.7522,95.9437,1.3977,257.566,28.5368,190.6437,2.9193,23.3062,-7.0844,2.059,0.9704,0.634,13.1327,326.8838,42.8613,57.1387,0.0612,0.039,2.0927,0.0682,7.5654
开山股份,2.87,5.75,24.8694,99.4557,0.1159,1727.5364,2.0134,2.6773,134.4638,1.8116,198.7194,0.5762,624.7831,5.4748,-43.4677,3.8487,19.0314,-42.8571,3.9044,2.0492,1.492,77.7745,-332.0579,69.3594,30.6406,0.0473,0.0162,0.8093,0.053,5.5079
精锻科技,13.1,21.22,40.6088,190.6857,0.4708,898.6047,2.2187,4.8038,74.9407,3.2989,109.1273,1.4544,247.5248,28.6579,36.2787,12.6388,13.3686,-9.147,12.6388,1.2644,0.9309,20.9331,3427.7267,71.1046,28.8954,0.346,0.152,1.6306,0.526,61.2455
新天科技,6.15,20.81,43.6886,105.3002,0.1966,505.9459,0.9448,3.1851,113.0263,3.7514,95.9642,0.4825,746.114,32.9735,39.8425,101.5189,98.3542,29.4118,94.6693,6.2516,5.8347,485.2749,-1449.4033,86.9743,13.0257,0.2723,0.0674,1.2456,0.5172,57.7829
雅本化学,1.6,2.44,28.3363,16.2052,0.0301,661.5533,1.232,2.5118,143.3235,1.9763,182.1586,0.9715,370.561,5.4855,-68.2912,39.1226,20.0571,-80.5128,40.3105,0.9602,0.6106,12.8513,930.5336,55.4902,44.5098,0.0319,0.0111,1.0644,0.025,2.6201
巴安水务,7.04,13.67,33.7158,140.9061,0.3152,1030.2212,2.3049,3.1737,113.4323,3.2564,110.5515,0.6953,517.7621,51.6665,81.8619,191.6206,101.5737,74.1764,197.4883,1.5559,1.283,54.5202,614.5504,56.6268,43.3732,-0.4079,-0.1179,-3.0319,-0.2718,-33.0794
隆华节能,0.63,1.87,24.8526,15.2495,0.0172,812.1926,0.9207,1.0266,350.6721,1.6669,215.9698,0.431,835.2668,-40.7504,-90.9851,1.1214,-8.3647,-95.9767,-0.0118,2.2403,1.7416,57.1735,785.5782,74.2911,25.7089,0.1447,0.0354,7.228,0.1377,15.3861
佳创视讯,2.19,5.87,37.5405,13.6446,0.033,232.2121,0.5621,1.2804,281.1621,4.195,85.8164,0.4146,868.3068,59.0082,363.4508,1.064,35.1867,0,2.22,2.1605,2.0128,29.5326,-315.0484,70.1637,29.8363,0.0964,0.025,3.321,0.0837,8.6927
通光线缆,13.41,8.64,28.1252,125.5714,0.372,1452.8338,4.3046,1.7849,201.692,6.4462,55.8469,1.1994,300.1501,48.3952,35.6613,8.9915,54.892,37.037,8.9889,1.4141,1.2352,16.619,583.1039,46.1634,53.8366,-0.0091,-0.0065,-0.1075,-0.0121,-1.2413
兴源环境,6.43,8.83,24.3065,185.7817,0.3653,2102.7526,4.1347,2.7572,130.5672,1.6211,222.0714,0.8223,437.7964,137.7743,80.6602,153.0821,220.1705,48,153.6193,1.4039,0.7854,30.5435,1700.8257,49.5448,50.4552,-0.021,-0.0073,-0.2363,-0.0145,-1.5291
尔康制药,19.8,34.66,47.6253,1026.4345,0.4981,2960.8968,1.437,13.0538,27.5782,1.9914,180.7773,1.0719,335.8522,68.6161,69.075,23.185,17.7426,-24.2424,23.8773,7.3598,4.4267,293.4832,-2158.3073,92.7663,7.2337,0.1643,0.0861,0.4804,1.1897,143.9217
联建光电,7.52,14.37,36.1042,402.9602,0.6566,2803.4577,4.5682,4.1039,87.7214,8.197,43.9185,1.6818,214.0564,84.1235,78.982,103.0521,127.9423,53.8937,103.0928,1.0269,0.8995,31.8355,2680.7181,72.0935,27.9065,0.1615,0.0609,1.1295,0.2184,22.2045
中威电子,6.95,14.75,43.699,43.5557,0.1598,295.1566,1.0828,1.0139,355.0646,2.1772,165.35,0.5241,686.8918,16.9156,4.0804,8.2514,16.1435,0,8.4039,2.2754,1.8902,72.3403,-19336.3915,69.4268,30.5732,0.3026,0.0991,2.0919,0.3243,36.4067
华宇软件,15.11,14.92,39.4177,271.6942,0.4215,1820.1082,2.8241,4.6057,78.164,2.618,137.5095,0.9977,360.8299,34.6563,31.5134,19.0482,7.4551,-37.6812,18.1985,2.0078,1.5486,85.5677,-6318.8599,64.2466,35.7534,0.1303,0.0825,0.8646,0.2306,25.0476
开能环保,13.29,14.03,37.1811,90.2496,0.2719,642.995,1.9377,4.3435,82.8825,5.2054,69.159,0.9184,391.9861,40.748,17.3568,31.635,105.6238,17.7999,11.5047,0.6923,0.6303,14.5878,-1690.4448,45.1253,54.8747,0.0777,0.0192,0.5602,0.0349,3.6205
和佳股份,3.83,9.7,53.7905,89.2263,0.1132,919.2048,1.1667,1.4155,254.3271,4.6074,78.1352,0.4066,885.391,16.2011,-10.6962,2.7876,22.5316,-21.4286,2.3504,3.5621,3.4265,187.8062,912.8001,54.1196,45.8804,-0.4459,-0.0897,-4.2641,-0.1955,-57.255
阳光电源,9.3,9.22,24.5888,553.6131,0.3914,6003.6625,4.2446,1.7621,204.3017,3.4024,105.8077,0.8017,449.0458,31.3928,28.1662,110.3005,71.8502,-36.9231,111.4173,1.7691,1.5156,32.1164,-18116.2824,51.1604,48.8396,0.1442,0.0743,1.5853,0.1521,16.3811
三丰智能,2.46,4.53,28.4312,14.8646,0.0397,327.5772,0.8749,1.3917,258.6764,1.1111,324.0032,0.5099,706.0208,-4.9212,-29.6622,2.0602,10.9018,-35.4472,1.8753,2.0764,1.3517,21.9938,3135.2592,63.7817,36.2183,0.1077,0.0364,2.1728,0.1004,11.6452
海联讯,5.36,8.2,22.8363,26.121,0.0779,318.5405,0.9508,2.3358,154.1228,4.0048,89.8921,0.6114,588.8126,-22.4148,432.1199,4.2956,5.0659,30,3.8093,3.3676,2.9945,40.0437,-804.6508,73.4777,26.5223,0.1362,0.0645,1.6573,0.243,24.9728
华昌达,7.46,5.14,19.6282,116.4707,0.2136,2262.7338,4.1514,2.3059,156.1213,2.9409,122.4115,0.9588,375.4693,29.3206,15.1828,6.6457,34.7203,18.7222,5.7007,1.0343,0.7895,19.3482,517.5095,35.9864,64.0136,-0.038,-0.0196,-0.7408,-0.0307,-3.225
和晶科技,4.24,5.16,23.8311,68.5013,0.4272,1325.8849,8.2693,4.7821,75.2807,2.7786,129.5616,1.2733,282.7299,68.3868,287.6787,181.0866,107.6445,151.2465,171.5217,1.2934,0.8951,30.7791,916.8933,60.1765,39.8235,0.0336,0.0161,0.4786,0.0404,4.0983
南通锻压,0.35,0.87,24.6534,2.2365,0.0174,254.9762,1.992,26.0186,13.8363,1.3965,257.7873,0.5784,622.4066,1.8114,-63.7279,-0.2703,1.7679,-64.3585,0.0127,2.4213,1.6353,122.1103,263.0019,76.7892,23.2108,0.131,0.0405,14.9874,0.1746,18.4067
金明精机,4.4,9.19,33.6482,32.6674,0.1341,355.2404,1.4591,3.3353,107.9363,1.0736,335.3204,0.6319,569.7104,13.2044,6.8345,3.16,10.1464,8.3333,3.361,1.8893,1.1002,43.5731,516.7132,66.1463,33.8537,0.0142,0.0044,0.1583,0.013,1.5833
温州宏丰,4.3,3.11,17.6356,24.261,0.0585,779.2781,1.8806,4.9206,73.1618,2.2326,161.247,1.3928,258.4721,24.1157,671.3007,2.8316,46.4189,200,3.6065,1.2244,0.5602,3.2549,323.3097,46.9978,53.0022,-0.1937,-0.1235,-8.0812,-0.2331,-28.1777
苏交科,12.55,9.02,30.17,379.2096,0.6803,4201.2596,7.5375,1.356,265.4867,70.2447,5.1249,0.8948,402.3245,63.9472,21.9684,15.5286,64.8031,17.1389,14.2329,1.2565,1.2417,31.7819,1423.6012,36.1423,63.8577,0.0183,0.0086,0.1859,0.0134,1.7635
国瓷材料,7.72,19.07,37.6357,130.3966,0.4358,683.7077,2.2854,2.2032,163.3987,2.9396,122.4656,0.7626,472.0692,28.3515,47.0994,101.5478,88.1802,32.3529,111.0192,2.8492,2.4745,152.3677,-1218.2289,78.9942,21.0058,0.2092,0.0641,0.9894,0.3049,31.875
安科瑞,13.49,24.32,57.2127,80.1296,0.5616,329.3632,2.3086,5.9104,60.9096,2.5272,142.4501,0.644,559.0062,7.2246,29.9706,9.7433,13.2307,23.913,10.5257,3.2482,2.8921,108.0334,-1484.9779,77.9345,22.0655,0.3282,0.1419,1.3527,0.6432,64.3157
飞利信,6.21,16.69,41.1257,340.0846,0.2369,2037.6262,1.4196,1.3713,262.5246,3.6284,99.2173,0.6551,549.5344,50.251,89.8592,84.1773,20.4257,56.25,85.073,3.2095,2.881,108.5135,6948.9112,81.6587,18.3413,0.0043,0.0013,0.0254,0.0071,0.7808
朗玛信息,7.53,21.38,56.1174,85.1458,0.2519,398.0761,1.1779,6.2803,57.3221,48.5942,7.4083,0.9346,385.1915,25.7242,-22.379,21.0166,13.5159,-13.7931,15.2845,2.0275,1.9877,151.1662,-1766.0203,87.1268,12.8732,0.2244,0.0652,1.2194,0.5066,52.6038
利德曼,5.6,13.05,55.1752,69.6486,0.1643,533.3918,1.2585,1.456,247.2527,3.2962,109.2167,0.7173,501.8821,-21.7529,-48.5582,6.0945,0.2507,-57.5,4.6095,3.3122,2.9917,86.9822,1656.5846,80.3869,19.6131,0.1533,0.0492,0.8925,0.2507,35.6184
荣科科技,3.67,6.44,31.7763,32.3975,0.1007,502.6073,1.5636,1.1563,311.3379,7.4435,48.3643,0.6332,568.5407,-7.2463,-31.2783,3.383,3.9193,-40.949,3.1341,3.8663,3.647,132.315,-1255.2202,81.3223,18.6777,0.0982,0.0444,1.232,0.2375,24.2947
华录百纳,5.94,14.69,27.0374,378.4578,0.4658,2574.864,3.1692,1.5254,236.0037,6.2063,58.0056,0.7026,512.3826,36.6057,43.2751,64.2247,51.8109,36.6048,64.3862,6.6973,6.2445,173.1619,2190.1382,89.7834,10.2166,-0.1794,-0.0648,-1.2007,-0.6341,-63.7778
吴通控股,6.6,8.47,25.5692,167.9632,0.1317,1982.2918,1.5549,5.4698,65.8159,10.6277,33.8737,1.7381,207.1227,32.0655,0.3213,6.3263,9.6779,-78.6885,6.3263,1.5891,1.4042,70.2188,3203.4791,75.8821,24.1179,0.0882,0.0521,1.0408,0.2161,22.0601
蓝英装备,2.32,8.5,32.6976,15.4318,0.0571,181.4767,0.6721,0.683,527.0864,1.73,208.0925,0.1588,2267.0025,-19.7697,42.2891,-1.5151,-33.6632,49.2537,-1.5755,1.9252,1.7715,108.6604,1604.2466,55.5267,44.4733,1.5904,0.2416,18.7207,0.5433,56.597
博雅生物,12.99,28.73,63.037,272.0418,1.0174,946.5961,3.5402,9.428,38.1841,1.391,258.8066,0.9079,396.5194,74.2685,66.1555,11.7435,10.5687,54.5455,11.6578,4.0468,2.8908,169.0285,-3219.3529,88.1257,11.8743,0.21,0.0821,0.7161,0.6918,79.583
三六五网,10.56,18.72,93.2444,108.3548,0.5641,578.5427,3.0123,19.4364,18.5219,54.4225,6.6149,0.5164,697.134,-9.8085,-6.6855,19.5159,16.041,-15.1515,11.9718,7.6616,7.6615,154.308,-2980.0343,87.3942,12.6058,-0.5716,-0.2625,-3.1067,-2.0827,-210.1475
利亚德,15.01,15.27,38.4276,668.8295,0.8211,4377.9352,5.3752,3.0019,119.924,1.7308,207.9963,1.0592,339.8792,116.4482,100.6575,85.7142,55.5487,81.25,88.0338,2.0744,1.2751,39.491,797.193,54.393,45.607,0.0031,0.0017,0.0207,0.0037,0.5569
蓝盾股份,9.04,20.52,52.3981,322.8949,0.2746,1573.5046,1.3386,1.9414,185.4332,7.1729,50.1889,0.5957,604.331,57.205,165.8394,185.8232,179.2505,130.7692,187.3989,2.3164,2.2458,121.5064,640.4407,57.1904,42.8096,0.2181,0.0545,1.0597,0.1272,19.9213
三诺生物,9.03,14.47,64.0763,115.1983,0.3404,795.8413,2.352,6.8716,52.3895,5.5122,65.3097,1.1495,313.1796,23.2905,-19.9966,3.0408,10.457,-34.4527,3.1057,3.4728,3.2025,116.362,-1547.5603,86.7201,13.2799,0.2556,0.138,1.7766,1.0395,109.6915
汉鼎宇佑,1.75,8.91,27.182,38.2368,0.0832,428.8289,0.9334,1.0258,350.9456,0.6344,567.4653,0.2308,1559.792,-39.8224,-50.0723,175.7947,117.5504,-57.1429,176.7582,1.8384,1.4079,99.6535,353.5607,62.1405,37.8595,-0.7076,-0.0862,-7.6943,-0.2277,-23.9335
同有科技,17.88,27.3,44.5772,128.7612,0.3055,471.517,1.1187,4.1587,86.5655,3.4963,102.966,0.5954,604.6355,30.572,95.398,25.4981,-4.5345,-8.8235,25.4981,5.2476,4.7578,371.8809,-4714.8854,81.8493,18.1507,-0.1476,-0.0791,-0.5405,-0.4359,-47.1327
聚飞光电,8.51,10.28,24.2081,155.212,0.2236,1509.0994,2.1745,3.0307,118.7844,8.0261,44.8537,0.7682,468.628,57.2823,55.5946,9.4788,30.3054,43.75,7.371,2.3022,2.1373,32.4113,-5225.9623,64.2963,35.7037,0.0922,0.048,0.894,0.1343,14.6655
云意电气,6.95,20.54,34.031,110.0526,0.4851,535.6268,2.3613,3.5287,102.0206,2.866,125.6106,0.4745,758.6934,24.1271,56.9918,56.3532,63.2043,45.7143,61.1648,4.3795,3.96,239.0868,-628.6273,81.9547,18.0453,0.1724,0.0452,0.8427,0.2503,28.383
裕兴股份,5.16,13.88,23.0441,72.2431,0.2484,520.319,1.7893,4.9039,73.411,8.6456,41.6397,0.5011,718.4195,-0.1563,-11.9456,5.1299,4.6372,-56.0478,5.1299,25.5043,24.401,989.9193,-460.4105,95.5881,4.4119,0.1636,0.0581,1.1784,1.3175,200.7459
远方信息,4.69,39.03,65.0014,87.1355,0.3031,223.2512,0.7765,6.4531,55.7871,0.9005,399.7779,0.2364,1522.8426,21.0648,56.5068,72.4501,98.5855,56.5217,72.1632,2.4971,2.1962,161.4643,-241.3892,81.08,18.92,0.454,0.0442,1.16,0.2336,23.8384
慈星股份,3.17,11.3,42.6047,124.2127,0.1548,1098.2725,1.3694,2.3307,154.46,1.2605,285.601,0.3873,929.512,46.516,19.1383,1.8514,17.27,15.3846,1.5884,5.8445,4.7861,72.7855,-172.2419,81.9895,18.0105,0.0594,0.0136,0.5443,0.0753,14.4425
中际旭创,1.8,7.63,30.5592,10.0541,0.0465,131.6204,0.6093,2.0059,179.4706,1.1882,302.9793,0.4398,818.5539,8.4099,79.7316,1.3818,-1.428,66.6667,1.3818,4.5142,3.4508,102.8532,-886.1564,87.9189,12.0811,0.2571,0.0535,3.3651,0.443,50.242
宜通世纪,7.24,9.37,22.5782,170.7383,0.3846,1820.9499,4.1018,4.0229,89.4877,5.6203,64.0535,1.1944,301.4066,53.7401,179.4172,224.4947,198.7303,44.4444,224.2935,2.4176,2.0338,127.773,-2846.5319,72.6296,27.3704,0.0563,0.0315,0.6145,0.1151,11.5763
任子行,8.85,16.52,57.8036,109.5494,0.2443,662.8598,1.4785,4.1546,86.6509,3.5653,100.9733,1.0781,333.9208,84.1725,119.2978,15.2165,12.6998,-3.8462,10.6692,2.4644,2.1153,121.4202,-6185.2948,71.1616,28.8384,0.1383,0.0513,0.7326,0.178,33.7512
邦讯技术,2.43,5.43,39.4503,19.6818,0.0614,362.0939,1.1314,0.5409,665.5574,0.5148,699.3007,0.2575,1398.0583,-32.1224,117.157,7.533,-3.5289,0,1.8923,1.9207,1.3166,20.7282,182.2065,54.1804,45.8196,-0.0361,-0.0082,-0.8645,-0.0179,-1.8106
戴维医疗,8.3,23.46,53.2498,62.1659,0.2158,264.9488,0.9199,21.2769,16.9198,1.9298,186.5478,0.5438,662.0081,20.7455,38.3488,7.2569,11.4587,37.5,7.2569,5.7271,4.9263,207.2707,-4055.4262,89.2156,10.7844,0.2904,0.0917,1.2378,0.8504,87.3149
晶盛机电,6.2,18.66,38.8694,203.7486,0.2068,1091.4683,1.108,2.4904,144.5551,1.8479,194.8157,0.5084,708.1039,84.4389,62.5268,78.4728,74.8379,91.6667,81.5375,4.9067,4.3457,163.9017,5747.7385,83.4079,16.5921,-0.0606,-0.016,-0.3594,-0.0965,-10.7049
珈伟股份,6.94,11.23,27.5067,314.0468,0.6586,2794.1319,5.8602,1.6882,213.2449,2.2538,159.7302,0.6865,524.3991,46.8844,129.355,93.7847,39.9089,48.2574,95.0062,1.6184,1.3137,43.493,480.9506,50.3373,49.6627,0.0891,0.0275,0.7965,0.0553,8.1582
博晖创新,1.66,5.84,53.169,23.5992,0.0287,404.0486,0.4918,7.0928,50.7557,0.5987,601.3028,0.8436,426.7425,50.29,211.0249,18.7918,1.1643,-4.2904,2.2301,0.8729,0.2696,8.6318,1014.1419,72.7901,27.2099,0.193,0.0372,1.6194,0.1368,14.6068
麦捷科技,7.06,9.23,18.7116,156.462,0.6695,1694.2213,7.2504,6.7855,53.0543,2.3178,155.3197,1.1117,323.8284,149.5545,98.8354,81.8783,51.2198,55.3191,83.9373,2.6589,1.8033,133.9702,1578.7911,71.5656,28.4344,0.1947,0.1056,2.1578,0.3713,44.6566
海达股份,9.93,9.69,29.1189,82.9812,0.2828,855.7479,2.9171,1.8668,192.8434,3.499,102.8865,1.1076,325.0271,3.2531,20.0458,8.6792,11.1546,26.2946,9.2119,2.3432,1.7697,20.5249,-33798.2049,70.2547,29.7453,0.0296,0.021,0.3029,0.0704,7.1666
同大股份,5.74,7.66,20.7136,33.1404,0.3732,432.4143,4.8695,15.5041,23.2197,3.7506,95.9846,1.4089,255.5185,-4.5896,-4.2001,3.104,-1.7213,-52.0986,3.104,3.8551,2.886,184.4666,-717.4974,85.1801,14.8199,0.1901,0.1213,2.481,0.8187,100.9221
旋极信息,7.8,17.23,59.3464,377.299,0.328,2188.7759,1.9029,4.5874,78.4758,2.5944,138.7604,0.8534,421.842,123.2718,418.9975,259.3776,213.4172,71.547,256.713,2.5689,2.2282,157.579,9015.6248,74.6454,25.3546,0.2666,0.0849,0.9725,0.3347,37.0525
德威新材,5.2,4.89,16.6368,77.4392,0.0761,1580.7303,1.5541,2.0535,175.3104,4.666,77.1539,0.7827,459.9463,0.8098,20.9939,78.043,51.7033,-59.596,80.988,1.4886,1.2733,38.3135,325.0367,46.6842,53.3158,-0.2234,-0.1084,-4.4844,-0.2033,-20.5923
凯利泰,8.63,28.84,75.5157,158.8409,0.2221,550.5966,0.7701,1.8191,197.9001,1.7868,201.4775,0.7156,503.0743,18.9489,10.2218,39.8599,30.7349,-33.2458,57.4516,4.0811,3.721,198.9702,1770.8044,83.0565,16.9435,0.2367,0.0588,0.7894,0.347,55.7498
中颖电子,15.45,20.79,44.2029,107.6325,0.5644,517.7024,2.715,7.3867,48.7362,3.4204,105.2508,0.7133,504.6965,25.8479,114.5545,16.1603,11.4779,94.1438,13.4441,6.9726,6.1821,136.1618,-679.0172,86.4413,13.5587,0.1633,0.1025,0.7917,0.7558,76.4685
宜安科技,4.21,5.45,28.2644,30.6877,0.0748,563.0253,1.374,3.1872,112.9518,3.83,93.9948,0.9928,362.6108,1.4047,-43.5882,14.6108,22.66,-68.375,8.5147,2.6035,2.0536,97.9324,1608.7591,68.2011,31.7989,0.0517,0.0257,0.9629,0.0808,11.8713
海伦钢琴,4.15,8.55,26.3133,33.2848,0.1324,389.1771,1.5487,4.3081,83.5635,1.6282,221.1031,0.5953,604.7371,5.4504,5.986,3.4555,4.4383,3.1128,3.5258,5.5328,4.094,122.9558,-745.4503,86.5798,13.4202,0.108,0.0452,1.2672,0.337,34.6901
苏大维格,2.38,7.61,32.2582,31.6392,0.1701,415.7234,2.235,1.7969,200.345,1.9885,181.041,0.5945,605.5509,13.8476,694.1957,166.5551,160.2287,240,172.3738,2.1359,1.6819,80.4549,122866.6919,73.3019,26.6981,-0.0203,-0.0046,-0.3014,-0.0173,-1.8979
天壕环境,1.75,3.45,22.5217,58.3726,0.0753,1688.2242,2.1801,4.4524,80.8553,5.2438,68.6525,1.2333,291.8998,77.0685,-64.9872,51.5119,83.4883,-80.4878,47.4574,0.7387,0.5785,24.986,211.9576,47.0062,52.9938,0.0853,0.0189,2.9642,0.0358,5.0975
兆日科技,2.24,9.97,64.0117,19.1026,0.0568,191.5676,0.5701,30.4001,11.8421,1.7578,204.8015,0.32,1125,-4.2847,-42.8415,0.7654,0.6821,-54.0759,0.7696,14.2044,13.2202,978.5237,-317.8456,95.4326,4.5674,0.177,0.0378,1.0121,0.8276,82.7592
津膜科技,3.57,6.32,30.846,47.3958,0.1717,749.1924,2.714,2.2572,159.4896,1.2055,298.6313,0.5308,678.2216,23.9112,-7.1444,3.5043,8.8209,-14.15,3.2609,1.6865,1.0158,40.0725,307.4861,58.9057,41.0943,-0.0937,-0.0305,-1.4191,-0.0741,-8.2466
迪森股份,12.05,12.02,35.563,127.5098,0.3523,1060.6611,2.931,5.9892,60.1082,9.0717,39.6839,0.8885,405.1773,108.4158,243.1371,-23.6154,34.9834,150,-31.6875,1.0563,0.9576,53.7803,2449.5974,47.4615,52.5385,0.2207,0.0895,1.6195,0.1703,21.8267
新文化,9.41,23.82,38.2849,265.202,0.4933,1113.0474,2.0706,1.2647,284.6525,1.1263,319.6306,0.4388,820.4193,8.4749,6.1521,6.1356,19.4183,4.2553,6.3829,4.7454,3.7366,212.8604,1140.6966,63.694,36.306,0.4013,0.1005,1.6947,0.2767,74.0736
开元股份,0.77,1.72,42.0514,5.8916,0.0233,340.9249,1.3528,1.4416,249.7225,1.5558,231.3922,0.5805,620.155,20.6905,109.8254,0.3589,3.5823,54.9669,0.6303,2.9645,2.4069,88.7849,-506.5484,79.0808,20.9192,0.098,0.0346,8.5971,0.1656,16.7485
润和软件,8.61,23.08,41.4101,303.5791,0.8483,1314.9678,3.6746,1.5962,225.5356,13.3548,26.9566,0.8482,424.4282,16.5148,59.3027,10.4007,2.5386,32.8125,10.4521,1.5036,1.456,57.1448,650.5468,69.4359,30.5641,0.2203,0.0565,0.9421,0.1849,26.8656
麦迪电气,11.46,15.53,40.0054,113.6689,0.2227,731.8742,1.4341,4.7371,75.9959,2.71,132.8413,1.0266,350.6721,2.4987,20.5166,10.6942,8.5661,-39.8551,10.3801,5.6294,4.2908,279.2027,-970.4081,87.9335,12.0665,0.1544,0.0996,0.9891,0.8255,90.3279
